word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
блочный	Горная выработка для установки ПД может быть проложена в прочной сопровождающей породе или закреплена бетонной, <b><i>блочной,</i></b> панельной или анкерной крепью, чаще всего стального арочного профиля СВП 17, 22, 27.	Нам не придется возиться с <b><i>блочной</i></b> системой, в которой я, откровенно говоря, так ни черта и не понял.	COMPARE	2.6	2	2	4	1	4
блочный	Двор -- <b><i>блочные</i></b> пятиэтажки с примыкающими к ним пристройками, гаражи.	Потом они сели в машину и поехали к ней в Вешняки, в однокомнатную квартирку на четвертом этаже <b><i>блочного</i></b> дома.	LATER	4.0	4	4	4	4	4
блочный	"Дело не только в том, что в ""блочном"" варианте коммунистам придется идейно поправеть и уменьшить свое присутствие в избирательном списке."	В число тренажеров входят: -- эксплуатация двух- или трехступенчатой обессоливающих установок с параллельным или <b><i>блочным</i></b> включением фильтров; -- эксплуатация установок по предварительной обработке воды с известкованием или коагуляцией; -- эксплуатация оборудования замазученных стоков; -- эксплуатация оборудования складов кислоты и щелочи; -- эксплуатация оборудования известкового хозяйства; -- эксплуатация оборудования коагулянтного хозяйства; -- эксплуатация оборудования для приготовления и дозирования раствора полиакриламида; -- эксплуатация установки подпитки теплосети открытого типа; -- эксплуатация резервной обессоливающей установки; -- эксплуатация установки обессоливания конденсата; -- эксплуатация химводоочистки для котлов среднего давления и реагентного хозяйства; -- эксплуатация двухступенчатой натрий-катионитной установки с противоточной регенерацией; -- эксплуатация узла нейтрализации обессоливающей установки; -- эксплуатация установки по очистке замазученного конденсата.	LATER	2.0	1	3	1	1	4
блочный	Для описания ассоциативных правил выполняется <b><i>блочная</i></b> кодировка хромосом с использованием многих алфавитов (рис. 2).	"Но вот, удивительно совпадая с отчетливой на асфальте, будто край переводной картинки, границей дождя, граница обжитого и прежней жизни осталась позади; Катерина Ивановна вступила в область повторений, где видела совершенно знакомые вещи -- пятиэтажные избы хрущевок, жилые <b><i>блочные</i></b> сооружения как бы из детского конструктора, грязно-белые киоски ""Союзпечати"", милицейские стенды и стенды со старыми, точно простым карандашом нарисованными газетами, желтые бочки с квасом, заводские бетонные заборы, бумажную траву."	LATER	1.6	1	1	1	3	2
блочный	"Для совершенствования технологии капитального ремонта и реконструкции ГРС ДОМ ""Оргэнергогаз"" и ООО ""Волготрансгаз"" создана передвижная газораспределительная станция <b><i>блочного</i></b> типа Мини-ГРС."	Кроме того, мясо и мясные продукты различных видов, замороженное <b><i>блочное</i></b> мясо высшего, I и II сорта и охлажденное -- I и II категорий (в полутушах).	LATER	1.8	3	2	1	1	2
блочный	Дома были одинаковые -- серые, <b><i>блочные.</i></b>	-- Ты хочешь вместе Оба, разом постарев, вошли в знакомую <b><i>блочную</i></b> пятиэтажку.	LATER	4.0	4	4	4	4	4
блочный	Друзья моего детства, с которыми я гуляла во дворе хрущевской <b><i>блочной</i></b> пятиэтажки в Черемушках, а также их родители до сей поры вспоминают, как я сидела на лавке в кругу простоватых черемушкинских слушателей, и часами, покуда хватало у них терпения, травила нездешние сюжеты, почерпнутые мной из бездонного колодца индийской классики.	В какой-то день я пришел по адресу, выданному мне горсправкой, -- стоило это семьдесят четыре копейки, -- поднялся на третий этаж <b><i>блочной</i></b> башни, расположенной на краю Москвы, в Черемушках, в 44-м квартале.	LATER	3.6	4	4	2	4	4
блочный	И нет сомнения, новый, хорошо зарекомендовавший себя индустриальный метод <b><i>блочного</i></b> строительства поможет ускорить и удешевить весь процесс освоения несметных богатств Западной Сибири.	Вернется домой, в свой четырехэтажный <b><i>блочный</i></b> дом, влезет в свое застиранное байковое платье, которому, похоже, сносу нет, будет снова ревниво оберегать свою нерастраченную детскую любовь для невероятно сказочного появления мамы.	EARLIER	3.8	4	4	3	4	4
блочный	И та новая структура, которую получила бы энергия при использовании <b><i>блочной</i></b> системы, оказалась неотделимой от <b><i>блочной</i></b> структуры, а действие <b><i>блочной</i></b> структуры оказалось неотделимым от твоего энергетическою акта.	Дом был <b><i>блочный,</i></b> слышимость хорошая.	EARLIER	2.2	4	1	4	1	1
блочный	"Ими оказались рабочие и инженеры небольшого молодежного коллектива сантехнического СУ-19, реорганизованного в процессе освоения <b><i>блочных</i></b> методов строительства в комсомольско-молодежный трест ""Тюменгазмонтаж""."	Дома стояли новые, <b><i>блочные,</i></b> пятиэтажные.	EARLIER	3.2	4	2	4	3	3
блочный	Их готовят на основе керамических и оксидных <b><i>блочных</i></b> носителей сотовой структуры, в качестве активных компонентов применяются оксидные системы (V-Ti-O и Cu-Ti-O) и металлза-мещенный цеолит ZSM-5 (Cu/ZSM-5 и Co/ZSM-5).	"Сорок четвертый дом представлял из себя <b><i>блочную</i></b> пятиэтажку, в которой располагалось малосемейное общежитие завода ""Алмаз""."	LATER	1.6	1	1	1	4	1
блочный	Меньше всего повезло <b><i>блочным</i></b> домам.	Сомнительно, не разорвутся ли болты Как будет вести себя <b><i>блочная</i></b> головка Все это рискованно, нигде и никогда не испытано.	COMPARE	1.0	1	1	1	1	1
блочный	Метод базируется на <b><i>блочном</i></b> представлении упаковки и сводится к решению ряда задач о сумме подмножеств (Sum of Subsets Problem, SSP).	Повышению надежности способствует, например, <b><i>блочное</i></b> выполнение с использованием транзисторов и интегральных схем, различные виды резервирования, позволяющие автоматически переключаться на исправный канал, и т. д.	COMPARE	2.8	4	2	2	2	4
блочный	Музей расположен в однокомнатной двадцатиметровой квартире <b><i>блочной</i></b> девятиэтажки по адресу: Москва, ул.	Помню, я чуть не вскрикнул, когда вдруг мысленно узрел единую <b><i>блочную</i></b> головку мотора.	COMPARE	1.2	1	1	2	1	1
блочный	Мы с мужем, ребенка родив, кооператив в Сокольниках, в <b><i>блочном</i></b> доме, выгрызали сами, к отцу за помощью не осмелившись обратиться.	Но даже когда они отыскали нужный номер -- целью их оказалась <b><i>блочная</i></b> пристройка над обрывом, куда, едва прицепленный корнями и похожий на колючку, свешивался мерзлый куст и где недалеко белели крыши гаражей, -- даже тогда отчуждение не исчезло.	LATER	4.0	4	4	4	4	4
блочный	На его жилой территории было обычным и своим, все: и пятиэтажные <b><i>блочные</i></b> дома с палисадниками, и лавочками у подъездов, и очереди у буфетов за пивом, сухим вином, шашлыками и черным ржаным хлебом.	Встреча происходила в <b><i>блочной</i></b> новостройке в Черемушках.	EARLIER	4.0	4	4	4	4	4
блочный	На территории участка -- баня, <b><i>блочный</i></b> гараж и просторный деревянный жилой дом, все строили постепенно, своими руками.	Программы строятся по <b><i>блочному</i></b> принципу, поиск информации ведется на многих уровнях по нескольким признакам одновременно.	COMPARE	1.2	1	2	1	1	1
блочный	Не исключено: вы с тайным злорадством подумаете, что эпоха сверхзвуковой реактивной авиации и <b><i>блочных</i></b> домов скоро все и везде уравняет.	В темных зябких пробуждениях, впрочем, есть своя прелесть -- кажется, что только он один в этот предутренний час и бодрствует, а весь город еще крепко спит и видит сладкие сны, окна подступивших к его детскому саду <b><i>блочных</i></b> пятиэтажек темны.	EARLIER	3.8	4	4	3	4	4
блочный	"Немецкая техника аккуратнее и спокойнее на вид, при этом не имеет тяги к ""блочным поставкам"", то есть вам совершенно не обязательно к плите американского производства покупать разделочный стол, вытяжку, мойку, микроволновку, саламандер-гриль той же фирмы."	Для одновременного вычисления всех n сумм квадратных матриц достаточно параллельно решить <b><i>блочную</i></b> систему уравнений, корнями которой являются эти суммы Пример 5.	LATER	1.8	2	3	2	1	1
блочный	"Но вместе с тем Бережков ясно понимал, -- может быть, яснее, чем сам конструктор ""Райта"", что в этой машине, в ее <b><i>блочной</i></b> конструкции, заложены возможности развития, которые делают ее наиболее передовой из существующих."	"Мотор ""Райт"" отличался так называемой <b><i>блочной</i></b> конструкцией, которая дотоле не употреблялась в авиационных двигателях, -- все цилиндры ""Райта"" были отлиты в одном куске алюминия, в едином блоке, в монолите металла."	EARLIER	4.0	4	4	4	4	4
блочный	Новые разработки каталитических систем Ниже представлены результаты наших исследований по созданию <b><i>блочного</i></b> катализатора на металлической подложке, таблеточного катализатора, получаемого по методу порошковой металлургии, и нанесенного катализатора, структура которого формируется под воздействием электрогидравлического удара.	Гильза цилиндра, и этот несокрушимый блок, усиленный <b><i>блочной</i></b> головкой, и эти стяжные болты, которые стягивают всю вещь, придают ей исключительную жесткость, -- все это, Павел Денисович, не американское и не немецкое, а новое, наше.	COMPARE	2.2	1	3	3	1	3
блочный	"Общее количество зданий 829 и состоит из двухъэтажных общежитий на 40 и 60 человек, трех- и четырехъэтажных корпусов 36-квартирных домов, 2 и 4 кварт. <b><i>блочных</i></b> одноэтажных, 2 кв. мансардных и т. д. Техническим Советом введен ряд корректив в утверждаемые проекты, часть забракована и часть передана на переработку ""Югостали""."	Никто не верил в оригинальную рубашку охлаждения, в <b><i>блочную</i></b> головку, в анкерные стяжные болты.	EARLIER	1.4	1	1	1	3	1
блочный	Объем данных -- 17000 проб, <b><i>блочная</i></b> модель -- 1 млн. блоков, сведенная по трем раздельно смоделированным типам руд, твердотельная модель -- 12 тел, 200000 ограничивающих полигонов.	Главное в этом новом подходе -- <b><i>блочная</i></b> планировка, четкое зонирование территории, централизация инженерных и технологических коммуникаций.	COMPARE	2.4	4	4	2	1	1
блочный	Один мальчишка заснул возле шестнадцатиэтажной башни, другой прилег возле крыльца девятиэтажки, а девочка устроилась в сугробе возле мусорных баков, принадлежащих <b><i>блочному</i></b> дому, состоящему из одиннадцати этажей.	Для таких комплексов <b><i>блочная</i></b> планировка подходит как нельзя лучше.	COMPARE	2.8	4	4	2	1	3
блочный	Он создан для проектирования, изготовления, продажи, монтажа и наладки, гарантийного и сервисного обслуживания жаротрубных стальных трехходовых водогрейных котлов мощностью от 0,1 до 8 МВт, модульных водогрейных котлов КВМ-0,4 производительностью 0,4 МВт с чугунно-медным теплообменником, паровых котлов мощностью от 0,5 до 8 тонн пара в час, а также на их основе -- автоматизированных котельных установок <b><i>блочного</i></b> исполнения, работающих на природном газе и жидком топливе.	Узкая, длинная улочка, застроенная с двух сторон высокими <b><i>блочными</i></b> домами, тянулась, извиваясь змеей.	LATER	2.0	2	2	2	2	2
блочный	Он увидел поперечный разрез сверхмощного авиамотора, увидел <b><i>блочную</i></b> головку, анкерные стяжные болты, небывалую, ни на что не похожую конструкцию, отличающуюся простыми, плавными, естественно и легко округляющимися и завершающимися линиями.	<b><i>Блочная</i></b> нефтеперекачивающая станция в Демьянском начала создаваться одновременно с сетовской, но уже готова к пуску.	EARLIER	1.0	1	1	1	1	1
блочный	Они стояли, как пирамиды, эти <b><i>блочные</i></b> многоэтажные усыпальницы, что-то попирая в душе одним своим видом.	На рис. 1 изображено <b><i>блочное</i></b> представление упаковки прямоугольников в полосу ширины W = 5, размеры прямоугольников приведены в табл.	LATER	2.4	2	4	4	1	1
блочный	"По-видимому, собеседования тет-а-тет действительно охладили большинство энтузиастов ""блочного"" строительства."	"В основу взята <b><i>блочная</i></b> конструкция ""Райта"", мотора в пятьсот сил."	COMPARE	2.0	1	3	1	4	1
блочный	Полагаю, если они хорошо выдержат испытания, то наш <b><i>блочный</i></b> метод строительства предприятий легкой промышленности будет распространен по всей стране.	Ювелирные курсы занимали весь третий этаж мрачноватого <b><i>блочного</i></b> дома на Четырнадцатой улице.	EARLIER	2.2	3	1	4	1	2
блочный	Поставленная поперек пятиэтажная <b><i>блочная</i></b> помойка превращала бульварчик в тупик.	"Вам-то можно было его оконфузить..."" Шалопаи из <b><i>блочных</i></b> домов на электрогитарах заиграли композиции Маккартни и Леннона."	COMPARE	3.6	4	4	4	2	4
блочный	"Потом действительно обнаружился автосервис -- одноэтажное <b><i>блочное</i></b> строение с длинной вывеской вдоль фасада ""Все четыре колеса""."	Это напоминает <b><i>блочное</i></b> строительство.	COMPARE	4.0	4	4	4	4	4
блочный	"Поэтому я отшутилась: живу в московском ""Беверли Хиллз"" (серо-голубые <b><i>блочные</i></b> дома), за фильм ""Чокнутые"" получила аж тридцать тысяч рублей (копейки по тем временам), имею две машины (одну даже на запчасти не покупали)."	Как в том, так и в другом случае формирование неоднородных дислокационных структур является результатом процесса самоорганизации дислокаций: при образовании ячеистых структур -- самоорганизации статистически случайных дислокаций, при формировании <b><i>блочных</i></b> структур -- самоорганизации геометрически необходимых дислокаций, возникающих вследствие неоднородного характера пластической деформации на микронном уровне.	LATER	1.8	3	1	3	1	1
блочный	Размеры прямоугольников Таблица 1 Рис. 1. <b><i>Блочное</i></b> представление RP (пример 1) Рис. 2.	Пришел после окончания Томского политехнического института техником <b><i>блочного</i></b> щита управления.	LATER	1.2	1	1	1	1	2
блочный	С годами Катерина Ивановна изучила этот двор (ни разу в нем не побывав) до малейшей трещины на асфальте, изучила противоположную стену пристроя, где ее раздражала пожарная лестница, не совпадающая счетом перекладин с делениями <b><i>блочных</i></b> этажей.	Потолок рухнул, но кое-где еще остались <b><i>блочные</i></b> балки.	LATER	2.6	4	1	4	3	1
блочный	"Сказка о переменной облачности Потихоньку подросло поколение, которому незнакома ностальгия по мандаринам из новогоднего заказа, гитарным переборам Барбары Брыльски и брызгам шампанского на потолках одинаковых <b><i>блочных</i></b> домов от Москвы до самых окраин, но современной версии ""Иронии судьбы"" наше кино до сих пор не предоставило."	Часть из перечня тренажеров была использована при подготовке и проведении конкурса профмастерства Центрэнерго-2001 для <b><i>блочных</i></b> ТЭС.	LATER	2.0	1	1	4	1	3
блочный	Современный <b><i>блочный</i></b> город в степи.	Освоены также новые <b><i>блочные</i></b> лыжи, которые по своему качеству и прочности лучше, чем шпоновые прошлых лет.	EARLIER	2.4	1	1	3	3	4
блочный	Там, где они стояли, в 60-е годы построили длинное <b><i>блочное</i></b> здание с магазином для новобрачных на первом этаже.	Несколько лет назад мы купили новую квартиру и перебрались из своей <b><i>блочной</i></b> пятиэтажки в красивую башню.	LATER	4.0	4	4	4	4	4
блочный	Там, где постройки прошлых лет были разрушены, теперь торчали грубо сработанные протезы <b><i>блочных</i></b> восьмиэтажек.	Вести учет выдачи ключей от машинных и <b><i>блочных</i></b> помещений обслуживающему персоналу.	LATER	2.4	3	1	4	1	3
блочный	"Те же <b><i>блочные</i></b> дома, как в Кузьминках, те же МАЗы, ""Колхиды"", ""Татры"", УАЗы гудят на дорогах, а ветер гоняет индустриальную пыль и обрывки газет."	Ведь Демьянское -- это пока последнее слово в <b><i>блочном</i></b> строительстве.	EARLIER	3.0	3	4	4	2	2
блочный	То было <b><i>блочное</i></b> строительство.	Набор таких схем дает возможность реализовать <b><i>блочный</i></b> принцип построения ЭВМ и ее последующего наращивания.	EARLIER	2.2	4	1	1	3	2
блочный	То, что ранее было громоздким, стационарным и монолитным, превращается в легко управляемое, портативное, <b><i>блочное,</i></b> свободно конфигурируемое в пространстве.	Именно из стереотипов по <b><i>блочному</i></b> методу нередко сооружается строение детектива.	EARLIER	2.8	3	3	4	2	2
блочный	Уже сейчас за счет <b><i>блочного</i></b> строительства трестом экономится около 50 млн. рублей в год.	Он застроен <b><i>блочными</i></b> пятиэтажными домами.	EARLIER	3.6	4	3	4	4	3
блочный	Этот опыт и подсказал ему решение: перенести метод <b><i>блочной</i></b> постройки судов на наше производство.	В Москве только начиналась эра типового <b><i>блочного</i></b> строительства.	COMPARE	3.2	4	1	4	4	3
блочный	Я подходила к <b><i>блочному</i></b> забору интерната, когда увидела, что навстречу мне из ворот вырулила чья-то спина и, качая вздернутыми ушами шапки, направилась в мою сторону.	Такая конструктивная особенность сооружения позволила применить новую прогрессивную технологию строительства -- <b><i>блочный</i></b> метод.	EARLIER	1.6	3	2	1	1	1
боевик	"""Правда"" сообщала: ""100 кинотеатров РСФСР одновременно демонстрируют революционный <b><i>боевик</i></b> ""Октябрь""""."	Люся Каплер -- как все его звали -- был очень удивлен, что я что-то вообще понимаю, и доволен, что мне не понравился американский <b><i>боевик</i></b> с герлс и чечеткой.	EARLIER	4.0	4	4	4	4	4
боевик	-- Если <b><i>боевики</i></b> попытаются напасть на военный городок, то представляете, как наши мужики будут защищать своих детей и жен, -- говорит Аня.	"Заболел актер в одном <b><i>боевике,</i></b> фильм, кажется, снимался в Марселе, понадобилось на высокой скорости проехать без дублера на мотоцикле по улицам города и немного ""подраться с хулиганами""."	COMPARE	1.0	1	1	1	1	1
боевик	-- Но вы все так же против переговоров с <b><i>боевиками</i></b> -- Вот все говорят, что Кадыров против переговоров, а это просто неправильно!	"Когда ""розовая волна"" захлестнула японский кинорынок, а телевидение сделало главную ставку на многосерийные гангстерско-самурайские <b><i>боевики,</i></b> ""большая пятерка"" испугалась конкуренции и спасовала."	COMPARE	2.2	1	1	1	4	4
боевик	.. и наши <b><i>боевики,</i></b> вероятно, тоже -- Тигренок зарычала.	Когда вся эта плотно сбитая компания достигла первого этажа, в глазах Аслана промелькнуло удивление: его <b><i>боевики,</i></b> остававшиеся внутри здания якобы для согрева, печально стояли у стен, подпирая их широко расставленными руками, а между ними вальяжно прогуливались три автоматчика в пятнистых формах.	LATER	3.4	4	2	3	4	4
боевик	<b><i>Боевик</i></b> был убит в тот момент, когда пытался установить управляемый фугас.	Выйдя на экраны, эта лента не могла конкурировать с <b><i>боевиками</i></b> того года, в которых молодые люди бойко крошили врагов, обмениваясь веселыми репликами.	COMPARE	1.6	1	1	1	4	1
боевик	<b><i>Боевики,</i></b> видевшие отъезд инвалидов, Баклашова жалели и кормили, пока он сидел в подвале во время бомбежек.	Да и в смысле представлений о будущем России у финских реваншистов с масхадовскими <b><i>боевиками</i></b> трогательное единодушие.	LATER	3.8	4	4	3	4	4
боевик	<b><i>Боевики</i></b> были вынуждены пойти на уступки.	Поднятые по тревоге подразделения внутренних войск, а также группы дагестанского спецназа перекрыли транспортные артерии, вынудили в конце концов <b><i>боевиков</i></b> оставить автобус и отпустить женщин.	LATER	4.0	4	4	4	4	4
боевик	<b><i>Боевики</i></b> известили ее, что ожидаются крупные события в Чечне.	Савинков любил <b><i>боевиков.</i></b>	COMPARE	3.8	4	3	4	4	4
боевик	<b><i>Боевики</i></b> колебались.	Хотя в советских средствах массовой информации никакого сообщения о визите <b><i>боевиков-палестинцев</i></b> к Сахаровым не появлялось, мы узнали о нем в тот же день -- любопытно, что диссидентские каналы связи действовали тогда безотказно.	EARLIER	3.8	4	4	3	4	4
боевик	<b><i>Боевики</i></b> предпринимают попытки прорывов на территорию крупных населенных пунктов.	"Об их посещаемости можно судить по тому, что, несмотря на переживаемые в настоящий момент общие тяжелые условия, в виде постоянного повышения оплаты обслуживающего театры персонала, перевода оплаты проката фильм на червонное исчисление и обычное в летний сезон отсутствие в репертуаре особых приманок для публики выдающихся ""боевиков"", -- оба они работают с некоторой прибылью."	COMPARE	1.0	1	1	1	1	1
боевик	А все эти <b><i>боевики</i></b> с несуществующими в реальной жизни вымученными типажами -- куда им до ухоженного, мощного и реального Брюса Уиллиса Дома музыку слушаю не часто.	И, может быть, именно потому, что этот скромный советский человек ни слова не проронил при допросах, может быть, именно потому, что гестапо столкнулось в его лице с сильным, непобедимым противником, гитлеровцы утроили силы в поисках ровенского подполья, разведчиков и <b><i>боевиков</i></b> партизанского отряда.	EARLIER	1.0	1	1	1	1	1
боевик	"А он мне дубинкой по колену и опять: ""Ты <b><i>боевик""</i></b> А потом спокойно так говорит: ""От каждого удара у тебя по пять миллиметров ткани отслаивается."	В ночь со вторника на среду в Первомайское с севера Чечни на помощь Салману Радуеву попыталась проникнуть группа дудаевских <b><i>боевиков</i></b> численностью до 100 человек.	LATER	4.0	4	4	4	4	4
боевик	А тот <b><i>боевик</i></b> -- напротив, и у него в руках, представьте себе, обыкновенный пакетик, даже завернутый в газету.	Ряд заграничных <b><i>боевиков</i></b> демонстрировался перед петроградской публикой.	EARLIER	2.2	4	1	4	1	1
боевик	Абрамов, пролетая над нами, сказал, что <b><i>боевики</i></b> больше не придут, а к нам движется со стороны Газни мощный грозовой фронт.	Чересчур он скомпрометирован близостью с Азефом и я не знаю даже, пойдут ли за ним <b><i>боевики</i></b> Слишком много у Павла Ивановича врагов.	EARLIER	4.0	4	4	4	4	4
боевик	Август еще с 1996 года принято считать временем наибольшей активности <b><i>боевиков:</i></b> в прошлом году именно в это время отряд Гелаева предпринял попытку прорыва в Чечню с территории Грузии.	Сводный отряд, насчитывающий чуть больше трехсот (!) солдат и офицеров, должен был отсечь подход подкрепления <b><i>боевиков</i></b> в центр города из района Катаямы, но, не встретив сопротивления, проскочил нужный перекресток, потерял ориентировку, вышел к железнодорожному вокзалу, где уже сосредоточился батальон 81-го полка.	LATER	4.0	4	4	4	4	4
боевик	"Аль Пачино в этом ряду выглядит странновато, он (как, например, и Редфорд с Де Ниро, тоже не раз снимавшихся в <b><i>боевиках</i></b> различных жанров) из разряда ""вообще великих"", но все-таки переиграл многих гангстеров и завалил на экранах кучу народа."	Первоначально засев в горах, а затем все чаще совершая вылазки в города, <b><i>боевики</i></b> ФНО устраивали засады, проводили взрывы в населенных городах, расстреливали французских солдат.	LATER	1.0	1	1	1	1	1
боевик	"Американские ""боевики"" В Америке выпускаются не только картины Гриффита, Фербэнкса, Рекса Инграма и им подобных."	А тут, как на грех, на экраны Ленинграда вышел какой-то западный <b><i>боевик,</i></b> который все бегали смотреть.	EARLIER	4.0	4	4	4	4	4
боевик	"Англичанин -- один из лучших <b><i>боевиков,</i></b> и он рвался на ""Зару""."	Только две нужны категории: бывшие кадровые офицеры, -- <b><i>боевики,</i></b> фронтовики, вот с этим!	EARLIER	2.6	1	4	3	1	4
боевик	Было ясно: их авторитет подавляет критическую мысль рядовых <b><i>боевиков.</i></b>	Даже на процессе правых эсеров 1922 года Шехтер и Софья Александровна упоминались как люди, от которых эсеры-боевики стремились получить какие-то сведения.	EARLIER	3.8	4	4	4	3	4
боевик	"В последние несколько дней в городе прошла ""плановая замена"" <b><i>боевиков</i></b> -- ""бараевцы"" ушли, и их место заняли <b><i>боевики</i></b> Басаева."	Это ведь на самом деле пропагандистский религиозный фильм под видом <b><i>боевика.</i></b>	LATER	1.0	1	1	1	1	1
боевик	В результате проведенной операции по блокированию горной дороги Итум-Кале -- Шатили <b><i>боевики</i></b> лишились основного маршрута доставки вооружения, боеприпасов и материально-технических средств через Грузию.	Потому что тебя убьют не как немца, а как советского <b><i>боевика-разведчика</i></b> и ты всех нас потянешь за собой.	COMPARE	2.2	3	1	2	3	2
боевик	"Вскоре уехали в Россию практиковавшиеся в Швейцарии ""боевики""."	В России сами своей персоной <b><i>боевикам</i></b> начальство!	EARLIER	3.4	1	4	4	4	4
боевик	"Выходит, что <b><i>боевики</i></b> -- мои мать и брат"", -- рассказывает Муса."	Крашенинников полагает этот срок достаточным для того, чтобы все желающие <b><i>боевики</i></b> успели спуститься с гор.	LATER	3.2	1	4	4	4	3
боевик	Гершуни писал, что атака <b><i>боевиков</i></b> намечена на первую половину февраля 1902 г., по возможности ближе к годовщине освобождения крестьян, 19-го февраля, когда предполагаются смешанные студенческо-рабочие демонстрации на улицах.	Значит, прибыв в лагерь, <b><i>боевики</i></b> не могли его сразу покинуть, как это положено рядовым.	EARLIER	4.0	4	4	4	4	4
боевик	"Господин Кадыров не устает повторять, что чеченские милиционеры ""больше всех страдают от <b><i>боевиков,</i></b> но не имеют реальной возможности нормально работать""."	"У публики еще недавно было представление, что ""наши не умеют снимать <b><i>боевики"".</i></b>"	LATER	1.0	1	1	1	1	1
боевик	До октября, когда в Чечне пройдут президентские выборы, осталось совсем немного, а сопротивление <b><i>боевиков</i></b> не только не подавлено, но с каждым днем становится все более активным.	Этот маленький фильм был сделан под влиянием заграничных <b><i>боевиков,</i></b> изобиловавших погонями и драками.	COMPARE	1.0	1	1	1	1	1
боевик	"Довольно часто почему-то названием <b><i>боевика</i></b> служила целая цитата, вроде ""Отцвели уж давно хризантемы в саду"" или ""И сердцем как куклой играя, он сердце как куклу разбил"", или еще ""Не подходите к ней с вопросами"" (причем начиналось с того, что двое слишком любознательных интеллигентов с накладными бородками вдруг вскакивали со скамьи на бульваре, имени Достоевского скорее чем Блока, и, жестикулируя, теснили какую-то испуганную даму, подходя к ней, значит, с вопросами)."	Съемку производит кино-оператор И.С. Фролов, недавно вернувшийся из Италии, снявший за границей ряд выдающихся <b><i>боевиков.</i></b>	EARLIER	3.8	4	3	4	4	4
боевик	Другая возможность -- <b><i>боевик</i></b> -- мне больше нравится.	В 1985 году в Москву была заслана группа афганских <b><i>боевиков-моджахедов</i></b> с задачей проведения акций террора во время фестиваля молодежи и студентов.	LATER	1.2	2	1	1	1	1
боевик	Если бы тогда, на улице Коперника, солдаты и офицеры штурмовых отрядов сумели перебороть в себе страх перед озверевшими <b><i>боевиками,</i></b> не было бы этой трагедии.	"Сам Борис с трудом удерживался, чтобы не косить на левый карман гимнастерки, на свой сияющий, обмытый ""боевик"", но вера в его чары почему-то поубавилась."	COMPARE	1.0	1	1	1	1	1
